id;rep_no;name;group;address1;address2;postcode;suburb;state;country;phone;website;lat;lng;type
155;632;ALAN COBAN - BURWOOD;ALAN COBAN;"SHOP 159 WESTFIELD S/CENTRE
100 BURWOOD ROAD         ";;2134;BURWOOD         ;NSW;Australia;02 9747 0995    ;;-33.874523;151.104263;
156;632;ALAN COBAN  - BONDI JUNCTION    ;ALAN COBAN;SHOP 2008, LEVEL 2 WESTFIELD S/CENTRE  ;;2022;BONDI JUNCTION  ;NSW;Australia;02 9369 5858    ;;-33.892788;151.247223;
157;632;ANDREA CONNOLLY HAIRDRESSING;;SHOP 6, 376-382 New South Head Road;;2028;DOUBLE BAY      ;NSW;Australia;02 9326 1799    ;;-33.877415;151.243073;
158;632;ANGELO NASSO HAIRDRESSING;;7 MOORE STREET (CNR MOORE & BIGGE STREET);;2170;LIVERPOOL       ;NSW;Australia;02 9602 1384;;-33.921513;150.927155;
159;632;ARIA HAIR;;15 MARKET STREET;;2500;WOOLONGONG;NSW;Australia;02 4226 6255;;-34.424664;150.900528;
160;632;BRAD NGATA HAIR DIRECTION;BRAD NGATA HAIR DIRECTION;SHOP 2 PAILINGS LANE, THE IVY;;2000;SYDNEY          ;NSW;Australia;02 9235 2723;;-33.873314;151.20694;
161;632;BRAD NGATA HAIR DIRECTION;BRAD NGATA HAIR DIRECTION;273 GOULBURN STREET;;2010;SURRY HILLS     ;NSW;Australia;02 9281 1220 ;;-33.880108;151.214645;
162;632;CHARACTERS  HAIRCUTTERS       ;;"SHOP 67/C1 ROYAL RANDWICK S/CENTRE
BELMORE ROAD ";;2031;RANDWICK        ;NSW;Australia;02 9399 3135;;-33.915382;151.240494;
163;632;DANIELA SEVERI;;SHOP 23, LVL 1 BIRKENHEAD POINT S/CENTRE;;2047;DRUMMOYNE;NSW;Australia;02 9181 4099;;-33.852383;151.154892;
164;632;EDGE STUDIO;;"SHOP 8A AMP CENTRE
50 BRIDGE STREET";;2000;SYDNEY          ;NSW;Australia;02 9232 8757;;-33.87365;151.206894;
165;632;ELLE & MARKS;;SHOP 3, 456 ROCKY POINT ROAD;;2219;SANS SOUCI;NSW;Australia;02 9529 7775;;-33.990189;151.133713;
166;632;FMK ARTISTRIES           ;;SHOP 4, 140-144 POLDING STREET   ;;2165;FAIRFIELD HEIGHT;NSW;Australia;02 9604 5264    ;;-33.861984;150.938934;
167;632;FMK HAIR      ;;SHOP 103 STOCKLANDS, POLDING STREET;;2165;WETHERHILL PARK;NSW;Australia;02 9604 5264;;-33.856701;150.899017;
168;632;FOILS HAIR DESIGN        ;;179 GREAT NORTH ROAD     ;;2046;FIVE DOCK       ;NSW;Australia;02 9712 7838    ;;-33.866802;151.129974;
169;632;FUSION HAIR ARTISTRY     ;;158 NORTHUMBERLAND STREET    ;;2170;LIVERPOOL       ;NSW;Australia;02 9824 1440    ;;-33.921104;150.922958;
170;632;G & A HAIR ALLURE        ;;SUITE 7, 42 PARKSIDE CRESCENT, PARK CENTRAL;;2560;CAMPBELLTOWN;NSW;Australia;02 4628 8290    ;;-34.067776;150.813187;
171;632;GEORGE'S SALON;;SHOP 4, 200 THE BOULEVARDE;;2196;PUNCHBOWL;NSW;Australia;02 9759 0366;;-33.925972;151.057495;
172;632;GLOW                     ;;SHOP 1, 155 MACQUARIE STREET     ;;2000;SYDNEY          ;NSW;Australia;02 9247 2233    ;;-33.865334;151.212341;
173;632;GOULBURN QUICK SNIP SALON;;245A AUBURN ST           ;;2580;GOULBURN        ;NSW;Australia;02 4821 1701   ;;-34.751614;149.721222;
174;632;IRFAN HAIR DESIGN;;"NEWINGTON MARKETPLACE
SHOP 8, 6  EUROPE AVENUE";;2127;NEWINGTON;NSW;Australia;02 9737 9233;;-33.834175;151.056702;
175;632;IN MODE HAIR;;218 CLOVELLY ROAD;;2031;CLOVELLY;NSW;Australia;02 9665 1058;;-33.911568;151.253952;
176;632;IN STYLE HAIR;;SHOP 6, 26 DANKS STREET;;2070;WATERLOO;NSW;Australia;02 9698 2272;;-33.897522;151.214035;
177;632;JAMIE CARROLL PRODUCTIONS;;SHOP 1/266 PRINCES HWY   ;;2224;SYLVANIA HEIGHTS;NSW;Australia;02 9522 7914    ;;-34.017834;151.102463;
178;632;JEAN HADDAD HAIR STUDIO;;SHOP 10, 205 MERRYLANDS ROAD;;2160;MERRYLANDS      ;NSW;Australia;02 9637 2637;;-33.836376;150.989304;
179;632;KIM SUN YOUNG HAIR DESIGN - SYDNEY;KIM SUN YOUNG;"SHOP LG, 16A PAVILON PLAZA
580 GEORGE STREET        ";;2000;SYDNEY          ;NSW;Australia;02 9264 0707    ;;-33.874779;151.206741;
180;632;KIM SUN YOUNG HAIR & BEAUTY - SYDNEY;KIM SUN YOUNG;369 PITT STREET;;2000;SYDNEY          ;NSW;Australia;02 9267 7299    ;;-33.875973;151.207703;
181;632;KIM SUN YOUNG HAIR DESIGN - STRATHFIELD;KIM SUN YOUNG;SHOP 1, 39 THE BOULEVARDE      ;;2135;STRATHFIELD     ;NSW;Australia;02 9764 2611    ;;-33.873638;151.094055;
619;0;THE ART OF HAIR PENNANT HILLS;;1 WONGALA CRESCENT;;2119;BEECROFT;NSW;AUSTRALIA;02 9481 9474;;-33.750126;151.065582;
183;632;LIBERTY;;"SHOP 7-9 LEICHHARDT S/CENTRE
CNR MARION & FLOOD STREETS";;2040;LEICHHARDT;NSW;Australia;02 9564 2467 ;;-33.883778;151.157059;
578;0;SALON BAROQUE;;1A/100 GLADESVILLE BLVD;;3197;PATTERSON LAKE;VIC;AUSTRALIA;03 9773 2233;;-38.067081;145.144592;
185;632;MODA-MAZZEO HAIR CONCEPTS;;71 MAJORS BAY RD         ;;2137;CONCORD         ;NSW;Australia;02 9743 6422    ;;-33.855694;151.103531;
607;0;MASTER CUTTERZ HAIR STUDIO;;SHOP 13, 19-23 ARABIN STREET;;3036;KEILOR;VIC;Australia;03 9336 2482;;-27.497612;152.973679;
187;632;OZ HAIR - HURSTVILLE;OZ HAIR;SHOP 207 WESTFIELD SHOPPING CENTRE;;2220;HURSTVILLE      ;NSW;Australia;02 9585 1554;;-33.96711;151.102859;
188;632;OZ HAIR  -SYDNEY -QVB    ;OZ HAIR;QUEEN VICTORIA BUILDING SHOP 78 QVB WALK         ;;2000;SYDNEY          ;NSW;Australia;02 9264 6700    ;;-33.87365;151.206894;
189;632;OZ HAIR - MIRANDA        ;OZ HAIR;SHOP 2098 WESTFIELD SHOPPING TOWN  ;;2228;MIRANDA         ;NSW;Australia;02 9524 1172;;-34.034954;151.102173;
190;632;PEBBLE HAIR              ;;157 CAMPBELL STREET      ;;2010;SURRY HILLS     ;NSW;Australia;02 9211 4455    ;;-33.880676;151.213348;
191;632;PHILIPPE XAVIER HAIRDRESSING  ;;4 BRIDGE STREET;;2000;SYDNEY          ;NSW;Australia;02 9251 6666    ;;-33.863541;151.207596;
192;632;REVO STUDIO;;SHOP 3, 339 SUSSEX STREET;;2000;SYDNEY          ;NSW;Australia;02 9264 9311;;-33.875645;151.20433;
193;632;RIZK HAIRDRESSERS;;22 GLENMORE ROAD;;2021;PADDINGTON      ;NSW;Australia;02 9380 5483;;-33.883221;151.222412;
194;632;SALON EAST;;66 DARLING ST            ;;2041;BALMAIN         ;NSW;Australia;02 9810 2188    ;;-33.857533;151.193146;
195;632;SEVERI HAIR;;SHOP 10 GRACE HOTEL, 77 YORK STREET;;2000;SYDNEY          ;NSW;Australia;02 9299 2664;;-33.87365;151.206894;
196;632;STEFAN HAIR FASHION - SYDNEY;;"SHOP A08 - A09 THE GALLERIES
500 GEORGE STREET";;2000;SYDNEY          ;NSW;Australia;02 9261 4966;;-33.872395;151.207886;
197;632;STEFAN HAIR FASHION - MIRANDA;;"SHOP 1080 WESTFIELD SHOPPING CENTRE
600 KINGSWAY";;2228;MIRANDA         ;NSW;Australia;;;-34.034954;151.102173;
616;0;RUBI HAIR;;79A CHAPEL STREET;;3181;WINDSOR;VIC;AUSTRALIA;03 9529 8220;;-37.854858;144.992691;
617;0;LINEAR;;SHOP 6, 13-19 LAKES STREET;;3013;CAROLINE SPRINGS;VIC;AUSTRALIA;03 9687 3950;;-37.732521;144.741516;
199;632;STYLZ  - EASTGARDENS        ;STYLZ;SHOP 167 EASTGARDENS WESTFIELD S/CENTRE;;2035;PAGEWOOD        ;NSW;Australia;02 9349 5722    ;;-33.941792;151.21344;
200;632;STYLZ - BONDI JUNCTION   ;STYLZ;"SHOP 1017 WESTFIELD SHOPPING TOWN  
OXFORD STREET";;2022;BONDI JUNCTION  ;NSW;Australia;02 9387 6260    ;;-33.891781;151.247452;
201;632;STYLZ - HURSTVILLE       ;STYLZ;"SHOP 429 WESTFIELD S/CENTRE
PARK ROAD                ";;2220;HURSTVILLE      ;NSW;Australia;02 9570 2277    ;;-33.963654;151.103287;
202;632;STYLZ - MIRANDA          ;STYLZ;SHOP 3012 WESTFIELD SHOPPINGTOWN   ;;2228;MIRANDA         ;NSW;Australia;02 9524 1187;;-34.035023;151.097717;
203;632;SUKI  HAIRDRESSING - PADDINGTON;;447 OXFORD STREET;;2021;PADDINGTON      ;NSW;Australia;02 9360 3674;;-33.887913;151.231125;
204;632;THE CHELSEA WOLLONGONG   ;;9 GLOBE LANE             ;;2500;WOLLONGONG      ;NSW;Australia;02 4227 2220;;-34.425346;150.893814;
205;632;THE ULTIMATE HAIR CREW   ;;SHOP 4, 53 - 55 MIMOSA ROAD       ;;2176;BOSSLEY PARK    ;NSW;Australia;02 9823 4143    ;;-33.856678;150.891449;
206;632;TROY THOMPSON HAIRDRESSING;;SHOP 7/40 MACLEAY STREET;;2011;POTTS POINT;NSW;Australia;02 8668 4072;;-33.870293;151.225677;
207;632;US FOR HAIR & BODY;;1/14 DOVER ROAD;;2029;ROSE BAY;NSW;Australia;02 9371 6066;;-33.870155;151.270462;
569;0;CREAM MELBOURNE;;82 JOHNSTON STREET;;3065;FITZROY;VIC;Australia;03 9415 1717;;-37.798302;144.977295;
209;632;VEEV THE COLOUR SALON;;SHOP 3, 13 BEATTIE STREET;;2041;BALMAIN         ;NSW;Australia;02 9810 9200;;-33.85767;151.179947;
210;632;VELVET & BROWN HAIR STUDIO;;692 DARLING STREET;;2039;ROZELLE         ;NSW;Australia;;;-33.864262;151.169632;
211;632;VENUS COLLEGE;;LEVEL 3, 46-48 YORK STREET;;2000;SYDNEY          ;NSW;Australia;02 9262 2566;;-33.869484;151.206314;
212;632;VIBE;;36 WINGECARRIBEE STREET;;2576;BOWRAL;NSW;Australia;02 4861 3337;;-34.478897;150.419006;
213;632;WILLOW HAIR SPA;;SHOP 3, 125-129 BALGOWNIE ROAD;;2519;BALGOWNIE;NSW;Australia;02 4285 7555;;-34.38895;150.878311;
214;632;WINK! HAIR               ;;SHOP 4, 50-56 HUNTER STREET          ;;2000;SYDNEY          ;NSW;Australia;02 9222 2899    ;;-33.865868;151.209427;
215;633;HAY FATAL ATTRACTION H&B ;;417 BANK ST              ;;2711;HAY             ;NSW;Australia;02 6993 3007    ;;-34.509758;144.841751;
216;639;ADDICTIVE;;22 Prince St             ;;2460;GRAFTON         ;NSW;Australia;02 6643 4747    ;;-29.691683;152.933182;
217;639;MUDHONEY;;15 BROWNING STREET;;2480;BYRON BAY;NSW;Australia;02 6685 4005;;-28.6504;153.614594;
218;639;MULLET HAIR - COFFS HARBOUR;MULLET HAIR;37 LITTLE STREET;;2450;COFFS HARBOUR;NSW;Australia;02 6652 9441;;-30.298216;153.113693;
219;639;MULLET HAIR - LENNOX;MULLET HAIR;SHOP 2, 57 BALLINA STREET;;2478;LENNOX HEADS;NSW;Australia;02 6687 5566;;-28.796778;153.593582;
220;639;SALON MAGGIE G           ;;SHOP 2, 1 WHARF ST             ;;2485;TWEED HEADS     ;NSW;Australia;07 5536 3442    ;;-28.169582;153.543381;
221;633;ALDO'S HAIR & BEAUTY     ;ALDO'S;127 CHURCH ST            ;;3186;BRIGHTON        ;VIC;Australia;03 9592 2687    ;;-37.915478;144.996246;
222;633;ALDO'S HAIR SALON        ;ALDO'S;722 CENTRE RD            ;;3165;BENTLEIGH EAST  ;VIC;Australia;03 9570 1268    ;;-37.921131;145.058182;
223;633;AMICA HAIR               ;;48 MOUNT ELIZA WAY       ;;3930;MOUNT ELIZA     ;VIC;Australia;03 9787 1050    ;;-38.182579;145.090546;
224;633;AQUA HAIR & BEAUTY THERAPY;;21 RAILWAY PARADE;;3150;GLEN WAVERLEY   ;VIC;Australia;03 9802 8689;;-37.879044;145.162598;
225;633;ART HAIR STUDIO - BEAUMARIS;ART HAIR STUDIO;353 BALCOMBE ROAD;;3193;BEAUMARIS       ;VIC;Australia;03 9589 5988;;-37.97916;145.045197;
226;633;ART HAIR STUDIO-MORDI.   ;ART HAIR STUDIO;574 MAIN STREET             ;;3195;MORDIALLOC      ;VIC;Australia;03 9580 7733    ;;-38.006985;145.086273;
227;633;BAILEYS HAIR SALON;;2/1 BLUFF ROAD;;3193;BLACK ROCK;VIC;Australia;03 9589 5045;;-37.975182;145.016022;
228;633;BENDIGO BEAUTY & HAIRCARE;;62 BRIDGE STREET;;3550;BENDIGO         ;VIC;Australia;03 5441 5093;;-36.751251;144.285309;
229;633;BIBA SOUTH YARRA;;56 TOORAK ROAD;;3141;SOUTH YARRA     ;VIC;Australia;03 9867 8299;;-37.838642;144.988373;
230;633;BLUNT SALONS;;1236 HIGH STREET;;3143;ARMADALE        ;VIC;Australia;03 9500 9322;;-37.856682;145.027969;
577;0;FRANCK PROVOST MOSMAN;;SHOP 1, 803 MILITARY ROAD;;2388;MOSMAN;NSW;Australia;;;-33.830788;151.244385;
232;633;CAJ HAIRDRESSING         ;;193 BANK ST              ;;3205;SOUTH MELBOURNE ;VIC;Australia;03 9699 3173    ;;-37.834553;144.960541;
233;633;CAST                     ;;141 OSBORNE STREET;;3205;SOUTH YARRA     ;VIC;Australia;03 9821 5588;;-37.839443;144.991455;
235;633;D'ALTON HAIRDRESSING     ;;1423 TOORAK ROAD         ;;3124;CAMBERWELL      ;VIC;Australia;03 9889 5152    ;;-37.850307;145.095367;
236;633;DAME SALON;;427 BAY STREET;;3187;BRIGHTON        ;VIC;Australia;03 9596 6244;;-37.90593;145.006226;
237;633;DE NARDIS HAIR DESIGN    ;;SHOP 2, 181 - 183 BAY STREET;;3186;BRIGHTON        ;VIC;Australia;03 9599 8180;;-37.904732;144.998276;
238;633;DOMENIC'S HAIRDRESSING   ;;SHOP 2062 FOUNTAIN GATE S/CENTRE        ;;3805;FOUNTAIN GATE   ;VIC;Australia;03 9704 7443    ;;-38.021904;145.302155;
239;633;EDGE SALON               ;;"SHOP 275 THE GLEN SHOPPING CENTRE
SPRINGVALE ROAD";;3150;GLEN WAVERLEY   ;VIC;Australia;03 9803 3476    ;;-37.89782;145.16246;
240;633;EMMANUEL AMMO;;3C, 199 TOORAK ROAD;;3141;SOUTH YARRA     ;VIC;Australia;03 9826 3082;;-37.839149;144.993729;
241;633;ESCAPE HAIR DESIGN       ;;464 GLENHUNTLY RD       ;;3185;ELSTERNWICK     ;VIC;Australia;03 9532 8372    ;;-37.885105;145.007324;
242;633;FOXY VIXEN HAIR & BEAUTY;;150 BRIDPORT STREET;;3205;ALBERT PARK     ;VIC;Australia;03 9682 4422;;-37.840523;144.954987;
243;633;FRANKEL SALON            ;;757 HIGH ST              ;;3143;ARMADALE        ;VIC;Australia;03 9509 9014    ;;-37.854424;145.011963;
244;633;G SALON                  ;;1262 HIGH ST             ;;3143;ARMADALE        ;VIC;Australia;03 9500 9400    ;;-37.856621;145.028732;
245;633;GLOSS HAIR & BEAUTY;;40 WELLS STREET;;3199;FRANKSTON       ;VIC;Australia;03 9769 6107;;-38.143501;145.123596;
246;633;HAN HAIR & BEAUTY;;133 KOORNANG ROAD        ;;3163;CARNEGIE        ;VIC;Australia;03 9571 1211;;-37.888752;145.057053;
247;633;HELMUT HAIR STUDIO       ;;101 VICTORIA AVENUE      ;;3206;ALBERT PARK     ;VIC;Australia;03 9690 6227    ;;-37.844894;144.95108;
248;633;HOLLYWOOD CUTTERS;;230-232 BALACLAVA ROAD;;3161;CAULFIELD NORTH;VIC;Australia;03 9509 8600;;-37.872292;145.023911;
249;633;INTAGLIO HAIR DESIGN     ;;SHOP 43, 110 WATTLETREE ROAD      ;;3144;MALVERN         ;VIC;Australia;03 9576 0144    ;;-37.862976;145.02713;
250;633;JOOLS FOR JIM            ;;68 PALL MALL;;3550;BENDIGO         ;VIC;Australia;03 5442 3577    ;;-36.7584;144.280991;
251;633;K & L's HAIR HOUSE               ;;126 QUEEN ST             ;;3550;BENDIGO         ;VIC;Australia;03 5441 7999;;-36.764153;144.275864;
252;633;KAYE RUBI HAIRDRESSING;;79 CHAPEL STREET;;3181;PRAHRAN;VIC;Australia;03 9529 8220;;-37.854862;144.992691;
253;633;KOH;;86 ORMOND RD             ;;3184;ELWOOD          ;VIC;Australia;03 9531 0088    ;;-37.885254;144.987045;
254;633;LADY MARMALADE - PRAHAN          ;LADY MARMALADE;3 CARLTON ST             ;;3181;PRAHRAN         ;VIC;Australia;03 9533 2223    ;;-37.84771;144.994354;
255;633;LADY MARMALADE BEAUMARIS;LADY MARMALADE;22 EAST CONCORSE;;3193;BEAUMARIS       ;VIC;Australia;03 9589 4943;;-37.986309;145.034897;
256;633;LANGWARRIN DESIGN LINE   ;;SHOP 2, 52 TURNER RD           ;;3910;LANGWARRIN      ;VIC;Australia;03 9789 5696    ;;-38.150208;145.183029;
257;633;LATTOUF INTERNATIONAL - CHADSTONE;;"SHOP B163 CHADSTONE S/CENTRE
1341 DANDENONG ROAD";;3148;CHADSTONE       ;VIC;Australia;03 9569 4255;;-37.887707;145.080048;
258;633;LIBINSKI HAIRDRESSERS;;88 MAUDE STREET;;3630;SHEPPARTON;VIC;Australia;03 5822 2692;;-36.374897;145.401627;
611;0;THE SALON ON ASQUITH;;2/33 ASQUITH STREET;;6010;MOUNT CLAREMONT;WA;Australia;08 9385 0433;;-33.798458;151.284683;
260;633;THE HAIR STUDIO;;SHOP 2, 318 MAIN STREET;;3030;POINT COOK;VIC;Australia;03 9397 5983;;-37.884144;144.736618;
261;633;MARITA WILLET H/DRESSING ;;SHOP 11, CENTREWAY ARCADE         ;;3550;BENDIGO         ;VIC;Australia;03 5441 2278    ;;-36.760403;144.281158;
575;0;FRANCK PROVOST MANLY;;36-38 SYDNEY ROAD;;2095;MANLY;NSW;Australia;;;-33.796997;151.286392;
573;0;BACH HAIR;;131 Honour Avenue;;4068;Chelmer;QLD;Australia;;;-27.512741;152.972382;
264;633;RENIK HAIR & BEAUTY      ;;103 MITCHELL STREET      ;;3550;BENDIGO         ;VIC;Australia;03 5443 7051    ;;-36.76289;144.28241;
265;633;ROBBIE BARKER  HAIR      ;;474 TOORAK RD            ;;3142;TOORAK          ;VIC;Australia;03 9826 5500    ;;-37.84148;145.0103;
266;633;SALON BLISS;;THE REAR 26 LOCHIEL AVE  ;;3934;MT MARTHA;VIC;Australia;03 5974 2956;;-38.26746;145.013458;
267;633;SALON TONIK STYLISTS     ;;SHOP 4-5, SAFEWAY S/CENTRE, 117 ACLAND ST;;3182;ST KILDA        ;VIC;Australia;03 9534 7926    ;;-37.868553;144.979248;
268;633;SAS;;179 BARKLY STREET        ;;3182;ST KILDA        ;VIC;Australia;03 9534 4315       ;;-37.868122;144.980911;
269;633;SAS HAIRDRESSING;;SHOP 8, 92-98 EVANS STREET;;3429;SUNBURY;VIC;Australia;03 9744 1962;;-37.581215;144.728058;
270;633;SIMROD HAIR & BEAUTY STUDIO;;151 CARLISLE STREET;;3183;BALACLAVA;VIC;Australia;03 9531 7868;;-37.868633;144.991852;
570;0;STATION 95;;95 WALKERVILLE TERRACE;;5081;WALKERVILLE;SA;Australia;08 8262 4007;;-34.89624;138.615814;
272;633;THE HAIR REFINERY;;SUITE 7, LEVEL 1, 38A MAIN STREET;;3931;MORNINGTON      ;VIC;Australia;03 5977 1022;;-38.21769;145.037521;
273;633;TOMARS HAIR & BEAUTY     ;;416 CENTRE ROAD;;3204;BENTLEIGH       ;VIC;Australia;03 9563 9790    ;;-37.918339;145.037506;
274;633;VAIN HAIR & BEAUTY;;13 MURPHY STREET         ;;3677;WANGARATTA      ;VIC;Australia;03 5722 4792    ;;-36.356201;146.324905;
275;633;TEMPO HAIR;;108 NEPEAN HIGHWAY;;3194;MENTONE         ;VIC;Australia;03 9585 8222;;-37.981277;145.069946;
276;633;WEISELMANN ;WEISELMANN;SHOP 1, 305 TOORAK ROAD;;3141;SOUTH YARRA     ;VIC;Australia;03 9827 6899;;-37.839603;144.997269;
277;633;WIESELMANN OF TOORAK     ;WEISELMANN;SHOP 4-5, 1 GRANGE ROAD            ;;3142;TOORAK          ;VIC;Australia;03 9826 1706    ;;-37.840816;145.010635;
278;634;ACCENT HAIR ;;LEVEL 1, 423 LITTLE COLLINS ST    ;;3000;MELBOURNE       ;VIC;Australia;03 9670 2418;;-37.816181;144.960678;
279;634;22 SOHO HAIR;;22 RUSSELL STREET;;3040;ESSENDON        ;VIC;Australia;03 9370 0057;;-37.75568;144.916458;
280;634;ABBY HAIR & COLOUR;;114 SNELL GROVE;;3046;OAK PARK;VIC;Australia;03 9300 1130;;-37.717491;144.922516;
281;634;ANTHONY'S HAIR & BEAUTY -  ALTONA GATE;ANTHONY'S HAIR & BEAUTY;"LEVEL 2 ALTONA GATE S/CENTRE  
MILLERS ROAD";;3025;ALTONA GATE     ;VIC;Australia;03 9315 1466    ;;-37.835114;144.823624;
282;634;ANTHONY'S HAIR & BEAUTY - MARIBYRNONG ;ANTHONY'S HAIR & BEAUTY;"HIGHPOINT S/CENTRE
SHOP 2059, 200 ROSAMOND ROAD (Level 2)";;3032;MARIBYRNONG     ;VIC;Australia;03 9317 7288;;-37.773682;144.88945;
283;634;ANTHONY'S HAIR & BEAUTY  - MOONEE PONDS;ANTHONY'S HAIR & BEAUTY;63 PUCKLE STREET             ;;3039;MOONEE PONDS    ;VIC;Australia;03 9375 2555    ;;-37.766968;144.92247;
284;634;BAILEY YOUNG HAIRDRESSING  ;;117 PLEASANT ST          ;;3350;BALLARAT CENTRAL;VIC;Australia;03 5331 5133    ;;-37.563614;143.838608;
285;634;BESAME STUDIO - EAST KEILOR;BESAME STUDIO;50 WINGARA AVENUE;;3032;EAST KEILOR;VIC;Australia;;;-37.73299;144.867554;
286;634;BESAME STUDIO -- NIDDRIE;BESAME STUDIO;485A KEILOR ROAD;;3042;NIDDRIE;VIC;Australia;;;-37.736031;144.888855;
287;634;BESAME STUDIO - SOMERVILLE;BESAME STUDIO;347 SOMERVILLE ROAD;;3912;SOMERVILLE;VIC;Australia;;;-38.227455;145.200623;
288;634;BESAME STUDIO - KEILOR;BESAME STUDIO;SHOP 4, 662 OLD CALDER HIGHWAY;;3036;KEILOR;VIC;Australia;03 9331 5118;;-37.720474;144.837723;
608;0;OSCAR OSCAR CHERMSIDE;;SHOP 322, WESTFIELD SHOPPING CENTRE;CNR GYMPIE & HAMILTON RDS;4032;CHERMSIDE;QLD;Australia;07 3359 7799;;-37.71888;144.835876;
290;634;CAST                     ;;23 BEST ST               ;;3068;FITZROY NORTH   ;VIC;Australia;03 9486 1626    ;;-37.784035;144.983063;
581;0;GROOM SPA;;49 SPRING STREET;;3000;MELBOURNE;VIC;AUSTRALIA;;;-37.813969;144.974197;
292;634;COCOHONEY SALON;;188 VICTORIA STREET;;3011;SEDDON;VIC;Australia;03 9689 2121;;-37.80648;144.891571;
293;634;ESPIRIT HAIR - DOCKLANDS;ESPIRIT HAIR;19 STAR CRESCENT (CNR STUDIO LANE);;3008;DOCKLANDS;VIC;Australia;03 9602 5252;;-37.81348;144.93811;
294;634;ESPIRIT HAIR -MELBOURNE;ESPIRIT HAIR;"SHOP TG21 GOLDSBOROUGH LANE
500 BOURKE STREET (CORNER WILLIAM STREET)";;3000;MELBOURNE       ;VIC;Australia;03 9607 5656;;-37.815002;144.957977;
295;634;FORECAST HAIRDRESSING    ;;ROYAL ARCADE, 331-335 BOURKE ST        ;;3000;MELBOURNE       ;VIC;Australia;03 9650 2944    ;;-37.815208;144.963943;
296;634;HAIR TO GO ;;289 FLINDERS LANE;;3000;MELBOURNE       ;VIC;Australia;03 9654 8439;;-37.817188;144.964966;
297;634;HAIRROOM BROADMEADOWS    ;;SHOP G49 BROADMEADOWS S/CENTRE         ;;3047;BROADMEADOWS    ;VIC;Australia;03 9309 9784    ;;-37.666325;144.946747;
298;634;HEADLINES SALON - AUSTRALIA ON COLLINS;;LEVEL 3, 260 COLLINS STREET;;3000;MELBOURNE       ;VIC;Australia;03 9654 4303;;-37.815968;144.965225;
299;634;J'VONS;;SHOP 6, 30 ENGLISH STREET;;3041;ESSENDON FIELDS;VIC;Australia;03 9374 3339;;-37.72702;144.895844;
300;634;KINGS HAIRDRESSING       ;;SHOP 144A, LEVEL 1, 300 LONSDALE STREET      ;;3000;MELBOURNE       ;VIC;Australia;03 9663 8359    ;;-37.81142;144.963501;
301;634;KOH HAIRCUTTERS          ;;41 ANDERSON STREET       ;;3013;YARRAVILLE      ;VIC;Australia;03 9696 5359    ;;-37.81678;144.89035;
302;634;KOSA HAIR STUDIO         ;;SHOP 10 WATERGARDENS S/CENTRE         ;;3038;TAYLORS LAKES   ;VIC;Australia;03 9449 2121    ;;-37.701942;144.79715;
303;634;LATTOUF INTER VIC GARDNS ;LATTOUF INTERNATIONAL;SHOP G51 VICTORIA GARDENS S/CENTRE     ;;3121;RICHMOND        ;VIC;Australia;03 9428 5211    ;;-37.816631;144.965378;
304;634;LATTOUF INTERNATIONAL MELTON;LATTOUF INTERNATIONAL;SHOP T60 WOODGROVE S/CENTRE;;3337;MELTON          ;VIC;Australia;03 9743 0833;;-37.68298;144.58046;
305;634;LATTOUF INTERNATIONAL SPENCER STREET;LATTOUF INTERNATIONAL;"SOUTHERN CROSS STATION
SHOP T46, LEVEL 1, 201 SPENCER STREET";;3000;MELBOURNE       ;VIC;Australia;03 8689 7624;;-37.815304;144.952271;
306;634;LATTOUF INTERNATIONAL WATERGARDENS;LATTOUF INTERNATIONAL;"SHOP T122 WATERGARDENS S/CENTRE
399 MELTON HIGHWAY";;3038;TAYLORS LAKES   ;VIC;Australia;03 8390 7322;;-37.699837;144.776077;
307;634;LINCOLN SALON            ;;74 LINCOLN ROAD           ;;3040;ESSENDON        ;VIC;Australia;03 9379 4387    ;;-37.745892;144.909943;
618;0;THE ART OF HAIR BREAKFAST POINT;;SHOP 1, 10-20 MARKET STREET;;2137;BREAKFAST POINT;NSW;AUSTRALIA;02 8765 8055;;-33.841511;151.108902;
309;634;LINEAR 2 HAIR & BEAUTY   ;;SHOP 66, WERRIBEE PLAZA, HEATHS ROAD        ;;3030;WERRIBEE;VIC;Australia;03 9748 2244    ;;-37.877087;144.679276;
310;634;LINEAR HAIRDRESSING      ;;"SHOP 54, WERRIBEE PLAZA S/C    
CNR DERRIMUT & HEATHS ROAD";;3030;HOPPERS CROSSING;VIC;Australia;03 9748 9595    ;;-37.877617;144.682755;
311;634;LORENZ HAIRDRESSING;;SHOP 3037, HIGHPOINT S/CENTRE, ROSAMOND ROAD;;3032;MARIBYRNONG     ;VIC;Australia;03 9317 3615       ;;-37.772305;144.886093;
312;634;MAESTRO HAIRDRESSING -PORT MELBOURNE;;163 BAY STREET;;3207;PORT MELBOURNE  ;VIC;Australia;03 9646 5054;;-37.839657;144.941147;
576;0;GROOM SPA;;49 SPRING STREET;;3000;MELBOURNE;VIC;Australia;03 9650 6261;;36.059299;-91.90519;
314;634;MAESTRO HAIRDRESSING - ALTONA;MAESTRO HAIRDRESSING;81 PIER STREET;;3018;ALTONA;VIC;Australia;03 9398 5111;;-37.867729;144.830429;
